TAXID,GENUSNAME,SPECIESNAME,STRAIN,DBNAME,FILEPATH,chromosome_count,avg_length_chromosomes,max_length_chromosomes,min_length_chromosomes,contig_count,avg_length_contig,max_length_contig,min_length_contig,mtDNA_count,avg_length_mtDNA,max_length_mtDNA,min_length_mtDNA,plasmid_count,avg_length_plasmids,max_length_plasmids,min_length_plasmids
1094996,candida,"albicans p57055","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p57055.Cand_albi_P57055_V1.dna.toplevel.fa
",0,0,0,0,56,264933,1861314,1307,0,0,0,0,0,0,0,0
1094990,candida,"albicans p57072","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p57072.Cand_albi_P57072_V1.dna.toplevel.fa
",0,0,0,0,45,327793,1678930,1143,0,0,0,0,0,0,0,0
1094986,candida,"albicans p60002","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p60002.Cand_albi_P60002_V1.dna.toplevel.fa
",0,0,0,0,47,319931,1733339,1207,0,0,0,0,0,0,0,0
1094994,candida,"albicans p75010","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p75010.Cand_albi_P75010_V1.dna.toplevel.fa
",0,0,0,0,56,269812,2035338,1214,0,0,0,0,0,0,0,0
1094995,candida,"albicans p75016","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p75016.Cand_albi_P75016_V1.dna.toplevel.fa
",0,0,0,0,50,298479,1870595,1054,0,0,0,0,0,0,0,0
1094997,candida,"albicans p75063","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p75063.Cand_albi_P75063_V1.dna.toplevel.fa
",0,0,0,0,51,288109,1977980,1226,0,0,0,0,0,0,0,0
1094998,candida,"albicans p76055","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p76055.Cand_albi_P76055_V1.dna.toplevel.fa
",0,0,0,0,38,386653,3248890,1893,0,0,0,0,0,0,0,0
1094999,candida,"albicans p76067","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p76067.Cand_albi_P76067_V1.dna.toplevel.fa
",0,0,0,0,45,330333,2244682,1223,0,0,0,0,0,0,0,0
1095000,candida,"albicans p78042","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p78042.Cand_albi_P78042_V1.dna.toplevel.fa
",0,0,0,0,70,213149,1525846,1158,0,0,0,0,0,0,0,0
1094989,candida,"albicans p78048","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p78048.Cand_albi_P78048_V1.dna.toplevel.fa
",0,0,0,0,59,249900,1343581,1231,0,0,0,0,0,0,0,0
1094984,candida,"albicans p87","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p87.Cand_albi_P87_V2.dna.toplevel.fa
",0,0,0,0,44,334114,1708197,1100,0,0,0,0,0,0,0,0
1094983,candida,"albicans p94015","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_p94015.Cand_albi_P94015_V1.dna.toplevel.fa
",0,0,0,0,58,258400,2021525,1107,0,0,0,0,0,0,0,0
237561,candida,"albicans sc5314","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_sc5314.Cand_albi_SC5314_V4.dna.toplevel.fa
",0,0,0,0,38,406986,3264963,1231,0,0,0,0,0,0,0,0
237561,candida,"albicans sc5314","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_sc5314_gca_000182965.ASM18296v3.dna.toplevel.fa
",8,1524546,3241481,965337,0,0,0,0,0,0,0,0,0,0,0,0
237561,candida,"albicans sc5314","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_sc5314_gca_000784655.Cand_albi_SC5314_V3.dna.toplevel.fa
",0,0,0,0,77,194073,1606937,1268,0,0,0,0,0,0,0,0
294748,candida,"albicans wo-1","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_albicans_wo_1.ASM14944v2.dna.toplevel.fa
",5,1478127,2337688,974716,11,660201,3247303,5476,1,56206,56206,56206,0,0,0,0
983967,[candida],"arabinofermentans nrrl yb-2248","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_arabinofermentans_nrrl_yb_2248.Canar1.dna.toplevel.fa
",0,0,0,0,62,216991,1570662,1294,0,0,0,0,0,0,0,0
498019,[candida],auris,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_auris.ASM118947v1.dna.toplevel.fa
",0,0,0,0,99,128351,874711,517,0,0,0,0,0,0,0,0
573826,candida,"dubliniensis cd36","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_dubliniensis_cd36.ASM2694v1.dna.toplevel.fa
",8,1569595,3267629,1039476,0,0,0,0,0,0,0,0,0,0,0,0
5478,[candida],glabrata,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_glabrata.ASM254v2.dna.toplevel.fa
",13,853636,1479951,499517,0,0,0,0,0,0,0,0,0,0,0,0
5478,[candida],glabrata,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_glabrata_gca_001466525.ASM146652v1.dna.toplevel.fa
",0,0,0,0,118,108571,861791,1233,1,20412,20412,20412,0,0,0,0
5478,[candida],glabrata,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_glabrata_gca_001466535.ASM146653v1.dna.toplevel.fa
",0,0,0,0,144,88986,762126,1095,0,0,0,0,0,0,0,0
5478,[candida],glabrata,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_glabrata_gca_001466565.ASM146656v1.dna.toplevel.fa
",0,0,0,0,183,71471,686571,1031,0,0,0,0,0,0,0,0
5478,[candida],glabrata,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_glabrata_gca_001466575.ASM146657v1.dna.toplevel.fa
",0,0,0,0,132,98778,697858,1128,0,0,0,0,0,0,0,0
5478,[candida],glabrata,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_glabrata_gca_001466635.ASM146663v1.dna.toplevel.fa
",0,0,0,0,196,75514,595144,1118,0,0,0,0,0,0,0,0
5478,[candida],glabrata,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_glabrata_gca_001466685.ASM146668v1.dna.toplevel.fa
",0,0,0,0,189,68958,705183,1064,0,0,0,0,0,0,0,0
45354,[candida],intermedia,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_intermedia.CBS_141442_assembly.dna.toplevel.fa
",7,1834290,2967693,1297781,0,0,0,0,1,22236,22236,22236,0,0,0,0
45354,[candida],intermedia,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_intermedia_gca_900106125.PYCC_4715_assembly.dna.toplevel.fa
",7,1766574,3479907,1347536,0,0,0,0,1,22425,22425,22425,0,0,0,0
1245528,candida,"maltosa xu316","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_maltosa_xu316.Cmaltosa_v01.dna.toplevel.fa
",0,0,0,0,2947,4425,58619,204,0,0,0,0,0,0,0,0
1136231,candida,"orthopsilosis co 90-125","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_orthopsilosis_co_90_125.ASM31587v1.dna.toplevel.fa
",8,1530888,2985813,952934,0,0,0,0,0,0,0,0,0,0,0,0
5480,candida,parapsilosis,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_parapsilosis_cdc317.ASM18276v2.dna.toplevel.fa
",0,0,0,0,8,1537719,3073862,973277,1,32311,32311,32311,0,0,0,0
984487,suhomyces,"tanzawaensis nrrl y-17324","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_tanzawaensis_nrrl_y_17324.Canta1.dna.toplevel.fa
",0,0,0,0,16,834611,2690106,1405,0,0,0,0,0,0,0,0
590646,yamadazyma,"tenuis atcc 10573","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/_candida_tenuis_atcc_10573.Candida_tenuis_v1.0.dna.toplevel.fa
",0,0,0,0,25,436948,2576732,2482,0,0,0,0,0,0,0,0
294747,candida,"tropicalis mya-3404","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Candida_tropicalis_mya_3404.ASM633v2.dna.toplevel.fa
",0,0,0,0,23,644254,2515689,5499,1,51143,51143,51143,0,0,0,0
1182541,capronia,"coronata cbs 617.96","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Capronia_coronata_cbs_617_96.Capr_coro_CBS_617_96_V1.dna.toplevel.fa
",0,0,0,0,11,2385146,4680972,91383,0,0,0,0,0,0,0,0
1182542,capronia,"epimyces cbs 606.96","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Capronia_epimyces_cbs_606_96.Capr_epim_CBS_606_96_V1.dna.toplevel.fa
",0,0,0,0,18,1631667,5077260,1140,0,0,0,0,0,0,0,0
401625,ceraceosorus,bombacis,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Ceraceosorus_bombacis.Ceraceosorus_bombacis.dna.toplevel.fa
",0,0,0,0,485,54690,1645278,305,0,0,0,0,0,0,0,0
88771,ceratocystis,platani,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Ceratocystis_platani.ASM97888v1.dna.toplevel.fa
",0,0,0,0,1212,24381,399295,305,1,118099,118099,118099,0,0,0,0
306901,chaetomium,"globosum cbs 148.51","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Chaetomium_globosum_cbs_148_51.ASM14336v1.dna.toplevel.fa
",0,0,0,0,37,958570,6722972,1540,0,0,0,0,0,0,0,0
759272,chaetomium,"thermophilum var. thermophilum dsm 1495","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Chaetomium_thermophilum_var_thermophilum_dsm_1495.CTHT_3.0.dna.toplevel.fa
",0,0,0,0,21,1371134,7024665,1143,0,0,0,0,0,0,0,0
101091,choanephora,cucurbitarum,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Choanephora_cucurbitarum.ASM168372v1.dna.toplevel.fa
",0,0,0,0,2814,10512,158586,909,0,0,0,0,0,0,0,0
1442370,cladophialophora,"bantiana cbs 173.52","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cladophialophora_bantiana_cbs_173_52.Clad_bant_CBS_173_52_V1.dna.toplevel.fa
",0,0,0,0,60,622216,2782345,1764,0,0,0,0,0,0,0,0
86049,cladophialophora,carrionii,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cladophialophora_carrionii.ASM170077v1.dna.toplevel.fa
",0,0,0,0,22,1375733,4604662,10812,1,27242,27242,27242,0,0,0,0
1279043,cladophialophora,"carrionii cbs 160.54","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cladophialophora_carrionii_cbs_160_54.Clad_carr_CBS_160_54_V1.dna.toplevel.fa
",0,0,0,0,19,1551213,5821469,1515,0,0,0,0,0,0,0,0
569365,cladophialophora,immunda,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cladophialophora_immunda.Clad_immu_CBS83496_V1.dna.toplevel.fa
",0,0,0,0,277,157925,8368041,1068,0,0,0,0,0,0,0,0
1182543,cladophialophora,"psammophila cbs 110553","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cladophialophora_psammophila_cbs_110553.Clad_psam_CBS_110553_V1.dna.toplevel.fa
",0,0,0,0,123,325822,3866409,1043,0,0,0,0,0,0,0,0
1182544,cladophialophora,"yegresii cbs 114405","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cladophialophora_yegresii_cbs_114405.Clad_yegr_CBS_114405_V1.dna.toplevel.fa
",0,0,0,0,8,3543522,5438375,3017908,0,0,0,0,0,0,0,0
1111077,claviceps,"purpurea 20.1","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Claviceps_purpurea_20_1.ASM34735v1.dna.toplevel.fa
",0,0,0,0,191,170808,994286,2073,0,0,0,0,0,0,0,0
306902,clavispora,"lusitaniae atcc 42720","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Clavispora_lusitaniae_atcc_42720.ASM383v1.dna.toplevel.fa
",0,0,0,0,9,1366394,2463964,756437,0,0,0,0,0,0,0,0
396776,coccidioides,"immitis h538.4","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coccidioides_immitis_h538_4.ASM14981v1.dna.toplevel.fa
",0,0,0,0,556,50798,1563369,277,0,0,0,0,0,0,0,0
404692,coccidioides,"immitis rmscc 2394","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coccidioides_immitis_rmscc_2394.ASM14989v1.dna.toplevel.fa
",0,0,0,0,31,948004,5803079,2254,0,0,0,0,0,0,0,0
454286,coccidioides,"immitis rmscc 3703","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coccidioides_immitis_rmscc_3703.ASM15008v1.dna.toplevel.fa
",0,0,0,0,289,97467,1279455,4087,0,0,0,0,0,0,0,0
246410,coccidioides,"immitis rs","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coccidioides_immitis_rs.ASM14933v2.dna.toplevel.fa
",0,0,0,0,6,4318981,8623696,3527187,1,69229,69229,69229,0,0,0,0
222929,coccidioides,"posadasii c735 delta sowgp","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coccidioides_posadasii_c735_delta_sowgp.JCVI-cpa1-1.0.dna.toplevel.fa
",0,0,0,0,55,499302,5488281,2055,0,0,0,0,0,0,0,0
454284,coccidioides,"posadasii rmscc 3488","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coccidioides_posadasii_rmscc_3488.ASM15005v1.dna.toplevel.fa
",0,0,0,0,9,3185220,8001242,18514,0,0,0,0,0,0,0,0
443226,coccidioides,"posadasii str. silveira","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coccidioides_posadasii_str_silveira.CPS2.dna.toplevel.fa
",0,0,0,0,54,519197,3531548,7499,0,0,0,0,0,0,0,0
708187,colletotrichum,chlorophyti,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_chlorophyti.ASM193710v1.dna.toplevel.fa
",0,0,0,0,558,95448,2421552,206,0,0,0,0,0,0,0,0
1445577,colletotrichum,"fioriniae pj7","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_fioriniae_pj7.CFIO01.dna.toplevel.fa
",0,0,0,0,1096,45456,606349,207,0,0,0,0,0,0,0,0
1237896,colletotrichum,"gloeosporioides cg-14","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_gloeosporioides_cg_14.Colletotrichum_gloeosporioides1.dna.toplevel.fa
",0,0,0,0,4537,11923,130588,208,0,0,0,0,0,0,0,0
1213859,colletotrichum,"fructicola nara gc5","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_gloeosporioides.GCA_000319635.1.dna.toplevel.fa
",0,0,0,0,1241,45554,502194,1029,0,0,0,0,0,0,0,0
645133,colletotrichum,"graminicola m1.001","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_graminicola.C_graminicola_M1_001_V1.dna.toplevel.fa
",0,0,0,0,654,80280,1854443,2034,0,0,0,0,0,0,0,0
80884,colletotrichum,higginsianum,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_higginsianum.GCA_000313795.2.dna.toplevel.fa
",0,0,0,0,10235,4876,50185,969,0,0,0,0,0,0,0,0
759273,colletotrichum,"higginsianum imi 349063","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_higginsianum_imi_349063.ASM167251v1.dna.toplevel.fa
",11,4246473,6143204,607901,14,345206,4513046,20026,0,0,0,0,0,0,0,0
1573173,colletotrichum,incanum,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_incanum.Ci238704v1.dna.toplevel.fa
",0,0,0,0,2896,18816,1099315,205,0,0,0,0,0,0,0,0
1573173,colletotrichum,incanum,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_incanum_gca_001855235.ASM185523v1.dna.toplevel.fa
",0,0,0,0,1036,52261,1074237,205,0,0,0,0,0,0,0,0
1460502,colletotrichum,"nymphaeae sa-01","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_nymphaeae_sa_01.CNYM01.dna.toplevel.fa
",0,0,0,0,1884,26958,502893,204,0,0,0,0,0,0,0,0
1213857,colletotrichum,"orbiculare maff 240422","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_orbiculare.GCA_000350065.1.dna.toplevel.fa
",0,0,0,0,3370,27177,2185973,204,0,0,0,0,0,0,0,0
1209926,colletotrichum,orchidophilum,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_orchidophilum.CORC01.dna.toplevel.fa
",0,0,0,0,321,153776,858097,3884,0,0,0,0,0,0,0,0
1209931,colletotrichum,salicis,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_salicis.CSAL01.dna.toplevel.fa
",0,0,0,0,2776,17716,221118,204,0,0,0,0,0,0,0,0
703756,colletotrichum,simmondsii,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_simmondsii.CSIM01.dna.toplevel.fa
",0,0,0,0,929,55237,816090,206,0,0,0,0,0,0,0,0
1173701,colletotrichum,sublineola,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_sublineola.ASM69613v1.dna.toplevel.fa
",0,0,0,0,1625,29252,430200,1027,0,0,0,0,0,0,0,0
708197,colletotrichum,tofieldiae,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Colletotrichum_tofieldiae.Ct0861v1.dna.toplevel.fa
",0,0,0,0,1046,51354,876070,206,0,0,0,0,0,0,0,0
796925,conidiobolus,"coronatus nrrl 28638","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Conidiobolus_coronatus_nrrl_28638.Conidiobolus_coronatus_NRRL28638.dna.toplevel.fa
",0,0,0,0,1050,38635,555395,2036,0,0,0,0,0,0,0,0
1408157,coniochaeta,"ligniaria nrrl 30616","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coniochaeta_ligniaria_nrrl_30616.Conlig_v1.0.dna.toplevel.fa
",0,0,0,0,135,319171,4717409,1109,0,0,0,0,0,0,0,0
741705,coniophora,"puteana rwd-64-598 ss2","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coniophora_puteana_rwd_64_598_ss2.Conpu1.dna.toplevel.fa
",0,0,0,0,210,208013,4617998,2050,0,0,0,0,0,0,0,0
1168221,coniosporium,"apollinis cbs 100218","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coniosporium_apollinis_cbs_100218.Coni_apol_CBS100218_V1.dna.toplevel.fa
",0,0,0,0,169,172316,1096522,1439,0,0,0,0,0,0,0,0
240176,coprinopsis,"cinerea okayama7#130","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Coprinopsis_cinerea_okayama7_130.CC3.dna.toplevel.fa
",13,2800541,4216103,999304,54,6359,23902,2457,1,43156,43156,43156,0,0,0,0
1081107,cordyceps,"brongniartii rcef 3172","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cordyceps_brongniartii_rcef_3172.BBO_1.0.dna.toplevel.fa
",0,0,0,0,241,137166,2317158,1032,0,0,0,0,0,0,0,0
1105325,cordyceps,confragosa,"",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cordyceps_confragosa.ASM165321v1.dna.toplevel.fa
",0,0,0,0,4750,6978,136514,204,0,0,0,0,0,0,0,0
1081108,cordyceps,"confragosa rcef 1005","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cordyceps_confragosa_rcef_1005.LEL_1.0.dna.toplevel.fa
",0,0,0,0,130,278356,7018774,1032,0,0,0,0,0,0,0,0
983644,cordyceps,"militaris cm01","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cordyceps_militaris_cm01.CmilitarisCM01_v01.dna.toplevel.fa
",0,0,0,0,32,1025167,6367631,1037,0,0,0,0,0,0,0,0
1295533,cryptococcus,"amylolentus cbs 6039","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_amylolentus_cbs_6039.Cryp_amyl_CBS6039_V3.dna.toplevel.fa
",0,0,0,0,15,1370067,2264589,846661,0,0,0,0,0,0,0,0
1296118,cryptococcus,"amylolentus cbs 6273","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_amylolentus_cbs_6273.Cryp_amyl_CBS6273_V2.dna.toplevel.fa
",0,0,0,0,18,1145348,2275481,2587,0,0,0,0,0,0,0,0
1295531,cryptococcus,"depauperatus cbs 7841","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_depauperatus_cbs_7841.Filo_depa_CBS7841_V1.dna.toplevel.fa
",0,0,0,0,68,236174,853573,1092,0,0,0,0,0,0,0,0
1295532,cryptococcus,"depauperatus cbs 7855","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_depauperatus_cbs_7855.Filo_depa_CBS7855_V2.dna.toplevel.fa
",0,0,0,0,41,388199,2010502,1132,0,0,0,0,0,0,0,0
1296109,cryptococcus,"gattii ca1280","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_ca1280.Cryp_gatt_CA1280_V1.dna.toplevel.fa
",0,0,0,0,89,200900,1490505,1037,0,0,0,0,0,0,0,0
1296111,cryptococcus,"gattii ca1873","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_ca1873.Cryp_gatt_CA1873_V1.dna.toplevel.fa
",0,0,0,0,33,537194,1992215,1754,0,0,0,0,0,0,0,0
1296102,cryptococcus,"gattii e566","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_e566.Cryp_gatt_E566_V1.dna.toplevel.fa
",0,0,0,0,52,351835,1413413,1671,0,0,0,0,0,0,0,0
1296103,cryptococcus,"gattii ejb2","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_ejb2.Cryp_gatt_EJB2_V1.dna.toplevel.fa
",0,0,0,0,282,63704,815115,1025,0,0,0,0,0,0,0,0
1296108,cryptococcus,"gattii nt-10","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_nt_10.Cryp_gatt_NT-10_V1.dna.toplevel.fa
",0,0,0,0,226,81115,816240,1084,0,0,0,0,0,0,0,0
1296112,cryptococcus,"gattii ru294","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_ru294.Cryp_gatt_Ru294_V1.dna.toplevel.fa
",0,0,0,0,53,342581,1498530,1251,0,0,0,0,0,0,0,0
1334442,cryptococcus,"gattii vgii 2001/935-1","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_vgii_2001_935_1.Cryp_gatt_2001_935-1_V1.dna.toplevel.fa
",0,0,0,0,24,744077,2190287,1762,0,0,0,0,0,0,0,0
1296104,cryptococcus,"gattii vgii 99/473","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_vgii_99_473.Cryp_gatt_99_473_V1.dna.toplevel.fa
",0,0,0,0,105,168501,930077,1028,0,0,0,0,0,0,0,0
1296107,cryptococcus,"gattii vgii ca1014","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_vgii_ca1014.Cryp_gatt_CA1014_V1.dna.toplevel.fa
",0,0,0,0,21,843048,2214652,170782,0,0,0,0,0,0,0,0
1296101,cryptococcus,"gattii vgii cbs 10090","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_vgii_cbs_10090.Cryp_gatt_CBS10090_V1.dna.toplevel.fa
",0,0,0,0,24,740373,2187975,1508,0,0,0,0,0,0,0,0
1296106,cryptococcus,"gattii vgii la55","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_vgii_la55.Cryp_gatt_LA55_V1.dna.toplevel.fa
",0,0,0,0,134,131704,1048449,1034,0,0,0,0,0,0,0,0
1296117,cryptococcus,"gattii vgii mmrl2647","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_vgii_mmrl2647.Cryp_gatt_MMRL2647_V2.dna.toplevel.fa
",0,0,0,0,25,711012,2215939,10070,0,0,0,0,0,0,0,0
294750,cryptococcus,"gattii vgii r265","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_vgii_r265.CNB2.dna.toplevel.fa
",0,0,0,0,27,656644,1531469,2328,1,35624,35624,35624,0,0,0,0
1296110,cryptococcus,"gattii vgii ram5","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_vgii_ram5.Cryp_gatt_Ram5_V1.dna.toplevel.fa
",0,0,0,0,24,739242,2180735,3514,0,0,0,0,0,0,0,0
1296105,cryptococcus,"gattii vgiv ind107","",ENSEMBLE,"/u/home/a/akarlsbe/scratch/fungi/ENSEMBLE/Cryptococcus_gattii_vgiv_ind107.Cryp_gatt_IND107_V2.dna.toplevel.fa
",0,0,0,0,34,527698,1528509,1937,0,0,0,0,0,0,0,0
